model,question,correct,seconds,prompt_chars
Llama3.2-3B Q6_K,48,1,0.1526,221
Llama3.2-3B Q6_K,49,0,0.1526,197
Llama3.2-3B Q6_K,50,0,0.2226,419
Llama3.2-3B Q6_K,51,1,0.2170,286
Llama3.2-3B Q6_K,52,0,0.1505,196
Llama3.2-3B Q6_K,53,1,0.1542,254
Llama3.2-3B Q6_K,54,1,0.2136,312
Llama3.2-3B Q6_K,55,1,0.2246,580
Llama3.2-3B Q6_K,56,1,0.2145,316
Llama3.2-3B Q6_K,57,1,0.2178,349
Llama3.2-3B Q6_K,58,1,0.1512,154
Llama3.2-3B Q6_K,59,1,0.3880,458
Llama3.2-3B Q6_K,60,1,0.1504,147
Llama3.2-3B Q6_K,61,1,0.1476,180
Llama3.2-3B Q6_K,62,1,0.1487,191
Llama3.2-3B Q6_K,63,1,0.1481,138
Llama3.2-3B Q6_K,64,0,0.2174,480
Llama3.2-3B Q6_K,65,1,0.1498,279
Llama3.2-3B Q6_K,66,0,0.2143,343
Llama3.2-3B Q6_K,67,0,0.2130,352
Llama3.2-3B Q6_K,68,1,0.1484,182
Llama3.2-3B Q6_K,69,0,0.1482,211
Llama3.2-3B Q6_K,70,0,0.1503,228
Llama3.2-3B Q6_K,71,1,0.1499,192
Llama3.2-3B Q6_K,72,1,0.2142,391
Llama3.2-3B Q6_K,73,1,0.1483,221
Llama3.2-3B Q6_K,74,1,0.1515,296
Llama3.2-3B Q6_K,75,1,0.1492,210
Llama3.2-3B Q6_K,76,1,0.2144,399
Llama3.2-3B Q6_K,77,1,0.2154,356
