model,question,correct,seconds,prompt_chars
Qwen2.5-1.5B Q6_K,356,0,0.1328,438
Qwen2.5-1.5B Q6_K,357,0,0.1317,387
Qwen2.5-1.5B Q6_K,358,1,0.0899,171
Qwen2.5-1.5B Q6_K,359,1,0.0925,262
Qwen2.5-1.5B Q6_K,360,0,0.1318,396
Qwen2.5-1.5B Q6_K,361,1,0.0910,264
Qwen2.5-1.5B Q6_K,362,1,0.0888,197
Qwen2.5-1.5B Q6_K,363,1,0.0885,206
Qwen2.5-1.5B Q6_K,364,1,0.1305,470
Qwen2.5-1.5B Q6_K,365,1,0.0921,224
Qwen2.5-1.5B Q6_K,366,1,0.0932,224
Qwen2.5-1.5B Q6_K,367,1,0.0915,257
Qwen2.5-1.5B Q6_K,368,0,0.0925,258
Qwen2.5-1.5B Q6_K,369,1,0.0907,219
Qwen2.5-1.5B Q6_K,370,1,0.1273,303
Qwen2.5-1.5B Q6_K,371,1,0.0915,125
Qwen2.5-1.5B Q6_K,372,1,0.1309,302
Qwen2.5-1.5B Q6_K,373,0,0.0915,232
Qwen2.5-1.5B Q6_K,374,1,0.2171,663
Qwen2.5-1.5B Q6_K,375,1,0.0939,263
Qwen2.5-1.5B Q6_K,376,1,0.0910,287
Qwen2.5-1.5B Q6_K,377,0,0.0870,143
Qwen2.5-1.5B Q6_K,378,1,0.1274,377
Qwen2.5-1.5B Q6_K,379,1,0.0912,246
Qwen2.5-1.5B Q6_K,380,1,0.1278,273
Qwen2.5-1.5B Q6_K,381,1,0.0919,231
Qwen2.5-1.5B Q6_K,382,1,0.1311,300
Qwen2.5-1.5B Q6_K,383,1,0.1261,328
Qwen2.5-1.5B Q6_K,384,0,0.1277,252
Qwen2.5-1.5B Q6_K,385,0,0.0886,149
Qwen2.5-1.5B Q6_K,386,1,0.0875,173
Qwen2.5-1.5B Q6_K,387,1,0.1318,453
Qwen2.5-1.5B Q6_K,388,1,0.0924,268
Qwen2.5-1.5B Q6_K,389,1,0.1288,367
Qwen2.5-1.5B Q6_K,390,1,0.1289,345
Qwen2.5-1.5B Q6_K,391,1,0.0889,453
Qwen2.5-1.5B Q6_K,392,1,0.1401,479
Qwen2.5-1.5B Q6_K,393,0,0.1257,314
Qwen2.5-1.5B Q6_K,394,1,0.1321,442
Qwen2.5-1.5B Q6_K,395,1,0.0884,200
Qwen2.5-1.5B Q6_K,396,1,0.1353,491
Qwen2.5-1.5B Q6_K,397,1,0.0945,291
Qwen2.5-1.5B Q6_K,398,0,0.1332,393
Qwen2.5-1.5B Q6_K,399,1,0.1338,359
Qwen2.5-1.5B Q6_K,400,0,0.0886,120
Qwen2.5-1.5B Q6_K,401,1,0.1456,401
Qwen2.5-1.5B Q6_K,402,1,0.1288,371
Qwen2.5-1.5B Q6_K,403,1,0.1237,322
Qwen2.5-1.5B Q6_K,404,1,0.1305,440
Qwen2.5-1.5B Q6_K,405,1,0.1339,393
Qwen2.5-1.5B Q6_K,406,1,0.1315,335
Qwen2.5-1.5B Q6_K,407,0,0.1354,390
Qwen2.5-1.5B Q6_K,408,1,0.1417,457
Qwen2.5-1.5B Q6_K,409,0,0.1405,285
Qwen2.5-1.5B Q6_K,410,1,0.1372,370
Qwen2.5-1.5B Q6_K,411,1,0.0988,240
Qwen2.5-1.5B Q6_K,412,1,0.0919,174
Qwen2.5-1.5B Q6_K,413,0,0.1416,310
Qwen2.5-1.5B Q6_K,414,0,0.1257,323
Qwen2.5-1.5B Q6_K,415,1,0.1265,344
Qwen2.5-1.5B Q6_K,416,1,0.2230,724
Qwen2.5-1.5B Q6_K,417,1,0.0994,171
Qwen2.5-1.5B Q6_K,418,1,0.1176,260
Qwen2.5-1.5B Q6_K,419,1,0.1741,386
Qwen2.5-1.5B Q6_K,420,1,0.1030,134
Qwen2.5-1.5B Q6_K,421,1,0.1499,406
Qwen2.5-1.5B Q6_K,422,1,0.1440,444
Qwen2.5-1.5B Q6_K,423,1,0.1465,414
Qwen2.5-1.5B Q6_K,424,1,0.1471,407
Qwen2.5-1.5B Q6_K,425,0,0.1549,449
Qwen2.5-1.5B Q6_K,426,1,0.1522,268
Qwen2.5-1.5B Q6_K,427,0,0.1005,165
Qwen2.5-1.5B Q6_K,428,0,0.1480,492
Qwen2.5-1.5B Q6_K,429,1,0.1014,196
Qwen2.5-1.5B Q6_K,430,1,0.0812,100
Qwen2.5-1.5B Q6_K,431,1,0.1601,586
Qwen2.5-1.5B Q6_K,432,1,0.1344,375
Qwen2.5-1.5B Q6_K,433,1,0.1023,272
Qwen2.5-1.5B Q6_K,434,1,0.1486,606
Qwen2.5-1.5B Q6_K,435,0,0.2304,405
Qwen2.5-1.5B Q6_K,436,0,0.2268,598
Qwen2.5-1.5B Q6_K,437,0,0.1010,178
Qwen2.5-1.5B Q6_K,438,1,0.1509,580
Qwen2.5-1.5B Q6_K,439,0,0.1468,369
Qwen2.5-1.5B Q6_K,440,1,0.0991,193
Qwen2.5-1.5B Q6_K,441,0,0.1021,149
